"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Kakani, Sarath","SO-2","15.38m","50' 5.5""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","SP","2022","Outdoor"
"Bowman, Jason","FR-1","15.33m","50' 3.5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","15.33m","50' 3.5""","2022 Redlands Final Qualifier","May 18, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.93m","48' 11.75""","2022 Redlands Final Qualifier","May 18, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.86m","48' 9""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.72m","48' 3.5""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.71m","48' 3.25""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.70m","48' 2.75""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.64m","48' 0.5""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.58m","47' 10""","APU Last Chance","May 13, 2022","Stag","SP","2022","Outdoor"
"Bowman, Jason","FR-1","14.58m","47' 10""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","SP","2022","Outdoor"
"Bowman, Jason","FR-1","14.57m","47' 9.75""","Westmont Collegiate Classic","Mar 26, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.57m","47' 9.75""","Whittier Twilight","Apr 8, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.56m","47' 9.25""","2022 Redlands Final Qualifier","May 18, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.56m","47' 9.25""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.47m","47' 5.75""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.45m","47' 5""","2022 Redlands Final Qualifier","May 18, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.43m","47' 4.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.41m","47' 3.5""","APU Last Chance","May 13, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.40m","47' 3""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.39m","47' 2.5""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.39m","47' 2.5""","Whittier Twilight","Apr 8, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.36m","47' 1.5""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.33m","47' 0.25""","25th Rossi Relays","Feb 26, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.33m","47' 0.25""","Whittier Twilight","Apr 8, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.26m","46' 9.5""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.25m","46' 9""","APU Last Chance","May 13, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.24m","46' 8.75""","25th Rossi Relays","Feb 26, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.23m","46' 8.25""","Whittier Twilight","Apr 8, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.23m","46' 8.25""","APU Last Chance","May 13, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.20m","46' 7.25""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.18m","46' 6.25""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.18m","46' 6.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.17m","46' 6""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","SP","2022","Outdoor"
"Kakani, Sarath","SO-2","14.16m","46' 5.5""","Whittier Twilight","Apr 8, 2022","Stag","SP","2022","Outdoor"
"Bowman, Jason","FR-1","14.15m","46' 5.25""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.12m","46' 4""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","SP","2022","Outdoor"
"Saena, Tyson","JR-3","14.11m","46' 3.5""","Whittier Twilight","Apr 8, 2022","Stag","SP","2022","Outdoor"
